citeseer_gcn_clean,0.6420703722590515,0.7063950743196027,0.6850492001435398,0.6725272442253575,0.7102744253687651,0.6438683966985854,0.6720701833909382,0.6725687952103048,0.4992294180973426
citeseer_gcn_dice,0.6340035687861776,0.6731664775143036,0.683702096745575,0.6582786800178104,0.6949775862819342,0.6301769997422172,0.6540938932243281,0.653531457879284,0.4828591132938959
citeseer_gcn_minmax,0.6691172654135618,0.7004411819226635,0.715893671449227,0.683309235161087,0.7196381566751937,0.6324546768991214,0.6629666703740777,0.6662959255551848,0.497078560041523
citeseer_gcn_pgdattack,0.6811146940298232,0.7112112112112112,0.7204270691355563,0.6857244698573113,0.7264847873703963,0.6460427216884782,0.6722682091685782,0.6706503551522003,0.515306819734864
citeseer_gcn_randomattack_add,0.6681871145593543,0.7048389083089399,0.6901017736979882,0.6722100649545445,0.7069640618536518,0.6492438811050799,0.6709943381867672,0.6703564763501673,0.4914804394299663
citeseer_gcn_randomattack_flip,0.6720549663587638,0.7045304798469356,0.6979447802232612,0.6780799787128902,0.7050373157968095,0.6390567782972847,0.6590356178963774,0.6538753943817235,0.5021160400907236
citeseer_gcn_randomattack_remove,0.6424954366130837,0.7045611788258848,0.703964994406171,0.689229670847318,0.7116565094506271,0.6392385032090915,0.6684699405287642,0.6709614025790497,0.496283047753636
citeseer_gat_clean,0.6827331919075039,0.7410300208465346,0.7228222105897948,0.6907565057412153,0.7244140164629462,0.6380401808536366,0.6753129276065056,0.6813219947776523,0.47565761480134566
citeseer_gat_dice,0.6896528681269827,0.7093755881221822,0.7168680942522905,0.6937823381965071,0.7149479179451932,0.6226758093243108,0.6452978864423007,0.64192939533539,0.49102372126895283
citeseer_gat_minmax,0.6834296302381409,0.7337352550118508,0.7236978619957344,0.6948544288969821,0.7232779892354361,0.6394981607747565,0.6635739082547594,0.6617848851891406,0.5099643716664994
citeseer_gat_pgdattack,0.7005250087845958,0.7430070188182283,0.729949713725525,0.7000289374920644,0.738146701273545,0.6457386590129953,0.6794065451882562,0.681107361048364,0.4780636093320459
citeseer_gat_randomattack_add,0.6888687695139308,0.71869760579438,0.7172395720782818,0.6964719061493255,0.7164993777897004,0.6306616790487758,0.6573111573111574,0.6542559929656704,0.5011326462939367
citeseer_gat_randomattack_flip,0.6953801903168992,0.718757998504834,0.7194472953966625,0.7040420167002446,0.7214492973986646,0.6260323614753995,0.6501501501501502,0.6448334410359727,0.5046628907388402
citeseer_gat_randomattack_remove,0.6802564759881833,0.73095656632242,0.7319606191557412,0.7039325911277131,0.7299677726506995,0.6329866451817672,0.6667917917917918,0.6695689592031056,0.5138156449132059
citeseer_tagcn_clean,0.6839639639639641,0.7330597263930598,0.7144511177844511,0.7035402068735402,0.7235535535535536,0.6276843510176844,0.6728194861528196,0.6803336670003337,0.4810076743410077
citeseer_tagcn_dice,0.6899862825788752,0.7073872814613555,0.7146988258099369,0.6871660019808168,0.7190894598302007,0.6108542404838702,0.6442527183267924,0.6456986086615717,0.48837196985345127
citeseer_tagcn_minmax,0.6759363530196865,0.729319597375153,0.7083785174062952,0.6777784729173619,0.7323608330552775,0.6174438327216105,0.6587385997108219,0.6693012456901346,0.517941552663775
citeseer_tagcn_pgdattack,0.6898771735905287,0.7297965718161159,0.7113220712569247,0.6636718151376133,0.7445507396647462,0.6441147988379259,0.6803921185028677,0.6868154799750892,0.49237674156240935
citeseer_tagcn_randomattack_add,0.6976545736336859,0.715941790354323,0.7357631783219252,0.7163756445740781,0.7370229237069968,0.6266462284739047,0.6607926464323332,0.6614068376470466,0.4788352320989397
citeseer_tagcn_randomattack_flip,0.6879760059311182,0.703080886372657,0.7146885039653119,0.7022795863194866,0.721673044615688,0.6135100187469265,0.6472844415487807,0.6510063679639739,0.497294052156895
