
res_random:[0.11604215348590607, 0.08141771469386172, 0.06426265969926497, 0.06067583742904155, 0.051609514963170726, 0.04581492840400238, 0.042569595065263234, 0.04072934768601709, 0.03736430991398431, 0.03491789335159047, 0.03282902028305501, 0.032673060868151575]
res_gest:[0.1075788330515713, 0.08201549874708898, 0.06616748884911727, 0.05528093423510629, 0.04556016513699006, 0.04385508438527778, 0.03676179318220061, 0.03734659896981295, 0.037471884659166885, 0.03455290863559799, 0.03102890754464737, 0.03234705785585521]
res_random:[0.11144774035334075, 0.08228981120800168, 0.06397392662509221, 0.05924690176635607, 0.0534382209154837, 0.04753526177284445, 0.043408105304434945, 0.04071119222070142, 0.03561079987889182, 0.03610088686868143, 0.034254131844022845, 0.03285944567507084]
res_gest:[0.10688428296753605, 0.07881630436605362, 0.0627105819255705, 0.052350096370566195, 0.0482686284573282, 0.04420344032288657, 0.040502970010469, 0.03727363506645699, 0.03551926466366273, 0.03286352621403476, 0.031466666071823, 0.030175262464647513]
res_random:[0.11764677846134794, 0.08041975186760451, 0.06786508268727891, 0.056035897360677496, 0.0514284701158071, 0.047049618418957016, 0.043990580929808065, 0.039709855201820604, 0.03690754662957477, 0.03584551189530772, 0.0335740270075185, 0.03307309150449718]
res_gest:[0.10342132615061912, 0.07623222886435631, 0.061763679955912656, 0.053447167532896744, 0.04571285476594892, 0.0440927328627235, 0.03898072170780901, 0.037204372367684105, 0.0347436595795002, 0.034974490069566926, 0.032203073307398564, 0.031061697447080202]


res_random:[0.11322266402685387, 0.08071277265478059, 0.06653653968264149, 0.056903866490328914, 0.05072989810868037, 0.04497820386703174, 0.0417820683027287, 0.04005904509992637, 0.03782491129377761, 0.03585266710563807, 0.03417863247764892, 0.03235500633950741]
res_gest:[0.1084340895246586, 0.07968762190857363, 0.06264362718641776, 0.05157144354483061, 0.04663959228169018, 0.04474619031737044, 0.04083340864263133, 0.03769269889443758, 0.03426322517261425, 0.03485072115404311, 0.03230709615400614, 0.03091312385954175]
